Date,Time,Pond,Hydroperiod,Pond_Section,Sampling_Device,Opening_Area,Sample_Length,Net_Depth,Sample_Volume,Number_FS,Picture,Picture_File_Names,Salamanders_Present,Notes,
7/5/22,10:00,8,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,4,Y,NA,NA,,
7/5/22,10:45,6,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/5/22,10:45,6,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/5/22,10:45,6,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/5/22,10:45,6,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/5/22,10:50,13,Temporary,North,D Net,0.055,2,0.2,0.110,8,Y,NA,NA,One FS much smaller than others,
7/5/22,10:50,13,Temporary,East,D Net,0.065,2,Entire,0.130,Count,Y,NA,NA,,
7/5/22,10:50,13,Temporary,South,D Net,0.048,2,0.17,0.096,5,Y,NA,NA,,
7/5/22,11:10,15,Temporary,West,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
7/5/22,11:10,15,Temporary,South,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
7/5/22,11:10,15,Temporary,North,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
7/5/22,11:10,15,Temporary,East,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
7/5/22,11:32,10,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/5/22,11:32,10,Semi-permanent,South(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/5/22,11:32,10,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
7/5/22,11:32,10,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
7/5/22,11:32,10,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/5/22,11:41,11,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,3,Y,NA,NA,,
7/5/22,11:41,11,Semi-permanent,West,ZP Net ,0.058,6,Entire,0.348,Count,Y,NA,NA,,
7/5/22,11:41,11,Semi-permanent,North(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/5/22,11:41,11,Semi-permanent,North(3),ZP Net ,0.058,8,Entire,0.464,4,Y,NA,NA,,
7/5/22,11:41,11,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,14,Y,NA,NA,,
7/8/22,10:39,51,Semi-permanent,North,ZP Net ,0.058,8,Calculate,0.435,Count,Y,NA,NA,Half out for 1 m,
7/8/22,10:39,51,Semi-permanent,East,ZP Net ,0.058,8,Calculate,0.406,Count,Y(2),NA,NA,Half out for 2 m,
7/8/22,10:39,51,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,11,Y,NA,NA,,
7/8/22,10:39,51,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,Count,Y,NA,NA,LE predation on FS in tray,
7/8/22,11:22,52,Semi-permanent,North(2),ZP Net ,0.058,8,Entire,0.464,Count,Y(2),NA,NA,,
7/8/22,11:22,52,Semi-permanent,North,ZP Net ,0.058,8,Calculate,0.435,10,Y,NA,NA,Half out for 1 m,
7/8/22,11:22,52,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,Count,Y,NA,NA,,
7/8/22,11:22,52,Semi-permanent,East(Max),D Net,0.065,1,Entire,0.065,Count,Y,NA,NA,Max density (opportunistic). Sample taken in shade. Lower FS densities when spot was in sun later.,
7/8/22,11:22,52,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,4,Y,NA,NA,,
7/8/22,11:22,52,Semi-permanent,South,D Net,0.065,2,Entire,0.130,Count,Y,NA,NA,,
7/8/22,12:24,55,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/8/22,12:24,55,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/8/22,12:24,55,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/8/22,12:24,55,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,7:45,13,Temporary,North,D Net,0.042,2,0.15,0.084,1,Y,NA,NA,,
7/13/22,7:45,13,Temporary,East,D Net,0.048,2,0.17,0.096,0,N,NA,NA,,
7/13/22,7:45,13,Temporary,South,D Net,0.031,2,0.11,0.062,1,Y,NA,NA,,
7/13/22,8:00,6,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,8:00,6,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,8:00,6,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,8:00,6,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,8:17,15,Temporary,West,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
7/13/22,8:17,15,Temporary,South,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
7/13/22,8:17,15,Temporary,North,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
7/13/22,8:17,15,Temporary,East,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
7/13/22,8:46,8,Semi-permanent,West(3),ZP Net ,0.058,8,Entire,0.464,3,Y,NA,NA,,
7/13/22,8:46,8,Semi-permanent,West(2),ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
7/13/22,8:46,8,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,3,Y,NA,NA,,
7/13/22,8:46,8,Semi-permanent,East(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,8:46,8,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
7/13/22,8:46,8,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
7/13/22,9:28,10,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,9:28,10,Semi-permanent,South(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,9:28,10,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,9:28,10,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,9:28,10,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
7/13/22,9:43,11,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,2,Y,NA,NA,,
7/13/22,9:43,11,Semi-permanent,West,ZP Net ,0.058,5,Entire,0.290,2,Y,NA,NA,,
7/13/22,9:43,11,Semi-permanent,North(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,9:43,11,Semi-permanent,North(3),ZP Net ,0.058,8,Entire,0.464,4,Y,NA,NA,,
7/13/22,9:43,11,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,3,Y,NA,NA,,
7/13/22,12:04,51,Semi-permanent,North,D Net,0.050,2,0.18,0.100,6,Y,NA,NA,,
7/13/22,12:04,51,Semi-permanent,East,D Net,0.052,2,0.19,0.104,2,Y,NA,NA,,
7/13/22,12:04,51,Semi-permanent,West,D Net,0.055,2,0.2,0.110,3,Y,NA,NA,,
7/13/22,12:04,51,Semi-permanent,South,D Net,0.048,2,0.17,0.096,4,Y,NA,NA,,
7/13/22,12:31,52,Semi-permanent,North(2),ZP Net ,0.058,8,Calculate,0.435,Count,Y,NA,NA,Net half out of water for last 1 m of tow,
7/13/22,12:31,52,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,Count,Y,NA,NA,,
7/13/22,12:31,52,Semi-permanent,East,D Net,0.065,2,Entire,0.130,Count,Y,NA,NA,,
7/13/22,12:31,52,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,Count,Y(3),NA,NA,,
7/13/22,12:31,52,Semi-permanent,South,D Net,0.048,2,0.17,0.096,7,Y,NA,NA,,
7/13/22,13:24,55,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,13:24,55,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,13:24,55,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/13/22,13:24,55,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
7/20/22,10:01,8,Semi-permanent,West(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,10:01,8,Semi-permanent,West(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,10:01,8,Semi-permanent,West,ZP Net ,0.058,8,Calculate,0.435,1,Y,NA,NA,Net half out of water for last 1 m of tow,
7/20/22,10:01,8,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,10:01,8,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,10:01,8,Semi-permanent,East(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,10:26,6,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,10:26,6,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,10:26,6,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,10:26,6,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,10:36,13,Temporary,North,D Net,0.028,2,0.1,0.056,0,N,NA,NA,,
7/20/22,10:36,13,Temporary,East,D Net,0.031,2,0.11,0.062,0,N,NA,NA,,
7/20/22,10:36,13,Temporary,South,D Net,0.014,1,0.05,0.014,0,N,NA,NA,,
7/20/22,10:48,15,Temporary,West,ZP Net ,0.058,4,Entire,0.232,Count,Y,NA,NA,,
7/20/22,10:48,15,Temporary,South,ZP Net ,0.058,4,Calculate,0.174,Count,Y,NA,NA,Net half out of water for last 2 m of tow,
7/20/22,10:48,15,Temporary,East,ZP Net ,0.058,4,Calculate,0.203,Count,Y,NA,NA,Net half out of water for last 1 m of tow,
7/20/22,10:48,15,Temporary,West,ZP Net ,0.058,4,Calculate,0.203,Count,Y,NA,NA,Net half out of water for last 1 m of tow,
7/20/22,11:41,10,Semi-permanent,South,ZP Net ,0.058,8,Calculate,0.435,0,N,NA,NA,Net half out of water for last 1 m of tow,
7/20/22,11:41,10,Semi-permanent,South(2),ZP Net ,0.058,8,Calculate,0.435,0,N,NA,NA,Net half out of water for last 1 m of tow,
7/20/22,11:41,10,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,11:41,10,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,11:41,10,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
7/20/22,11:59,11,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,11:59,11,Semi-permanent,North(2),ZP Net ,0.058,7,Entire,0.406,2,Y,NA,NA,,
7/20/22,11:59,11,Semi-permanent,North(3),ZP Net ,0.058,8,Calculate,0.435,0,N,NA,NA,Net half out of water for last 1 m of tow,
7/20/22,11:59,11,Semi-permanent,East(2),ZP Net ,0.058,8,Calculate,0.406,1,Y,NA,NA,Net half out of water for last 2 m of tow,
7/20/22,13:07,51,Semi-permanent,West,D Net,0.037,2,0.13,0.074,0,N,NA,NA,Pond too shallow and warm for FS?,
7/20/22,13:07,51,Semi-permanent,North,D Net,0.034,2,0.12,0.068,0,N,NA,NA,,
7/20/22,13:07,51,Semi-permanent,East,D Net,0.034,2,0.12,0.068,0,N,NA,NA,,
7/20/22,13:07,51,Semi-permanent,South,D Net,0.028,2,0.1,0.056,0,N,NA,NA,,
7/20/22,13:23,52,Semi-permanent,North(2),ZP Net ,0.058,8,Calculate,0.435,4,Y,NA,NA,Net half out of water for last 1 m of tow,
7/20/22,13:23,52,Semi-permanent,North,ZP Net ,0.058,8,Calculate,0.406,2,Y,NA,NA,Net half out of water for last 2 m of tow,
7/20/22,13:23,52,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,4,Y,NA,NA,,
7/20/22,13:23,52,Semi-permanent,East(Max),D Net,0.065,2,Entire,0.130,Count,Y,NA,NA,,
7/20/22,13:23,52,Semi-permanent,East,D Net,0.065,2,Entire,0.130,1,Y,NA,NA,,
7/20/22,13:23,52,Semi-permanent,South,D Net,0.028,2,0.1,0.056,0,N,NA,NA,,
7/20/22,14:02,55,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,1,Y,NA,NA,,
7/20/22,14:02,55,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,14:02,55,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/20/22,14:02,55,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,10:06,13,Temporary,North,D Net,0.020,2,0.07,0.040,0,N,NA,NA,,
7/27/22,10:06,13,Temporary,East,D Net,0.017,1,0.06,0.017,0,N,NA,NA,,
7/27/22,10:14,6,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,10:14,6,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,10:14,6,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,10:14,6,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,10:27,15,Temporary,West,D Net,0.065,2,Entire,0.130,Count,Y,NA,NA,,
7/27/22,10:27,15,Temporary,South,D Net,0.065,2,Calculate,0.11,Count,Y,NA,NA,16 cm for last 1 m,
7/27/22,10:27,15,Temporary,East,D Net,0.065,2,Calculate,0.11,Count,Y,NA,NA,16 cm for last 1 m,
7/27/22,10:27,15,Temporary,North,D Net,0.065,2,Calculate,0.11,Count,Y,NA,NA,16 cm for last 1 m,
7/27/22,11:25,8,Semi-permanent,West(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,11:25,8,Semi-permanent,West(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,11:25,8,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,11:25,8,Semi-permanent,East(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,11:25,8,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,11:25,8,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,12:00,10,Semi-permanent,South,ZP Net ,0.058,8,Calculate,0.406,0,N,NA,NA,Net half out of water for last 2 m of tow,
7/27/22,12:00,10,Semi-permanent,South(2),ZP Net ,0.058,8,Calculate,0.406,0,N,NA,NA,Net half out of water for last 2 m of tow,
7/27/22,12:00,10,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,12:00,10,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,12:00,10,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,12:15,11,Semi-permanent,South,ZP Net ,0.058,8,Calculate,0.348,0,N,NA,NA,Net half out of water for last 4 m of tow,
7/27/22,12:15,11,Semi-permanent,North(2),ZP Net ,0.058,6,Entire,0.348,0,N,NA,NA,,
7/27/22,12:15,11,Semi-permanent,North(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,12:15,11,Semi-permanent,East(2),D Net,0.065,2,Entire,0.130,0,N,NA,NA,,
7/27/22,12:53,51,Semi-permanent,North,D Net,0.031,2,0.11,0.062,0,N,NA,NA,Lots of boatman and copepods! High CT Max than FS?,
7/27/22,12:53,51,Semi-permanent,South,D Net,0.028,2,0.1,0.056,0,N,NA,NA,,
7/27/22,13:02,52,Semi-permanent,North(2),ZP Net ,0.058,8,Calculate,0.377,2,Y,NA,NA,Net half out of water for last 3 m of tow,
7/27/22,13:02,52,Semi-permanent,North,ZP Net ,0.058,8,Calculate,0.377,4,Y,NA,NA,Net half out of water for last 3 m of tow,
7/27/22,13:02,52,Semi-permanent,East,D Net,0.065,2,Entire,0.130,5,Y,NA,NA,,
7/27/22,13:02,52,Semi-permanent,West,ZP Net ,0.058,8,Calculate,0.377,6,Y,NA,NA,Net half out of water for last 3 m of tow,
7/27/22,13:02,52,Semi-permanent,South,D Net,0.020,2,0.07,0.040,0,N,NA,NA,,
7/27/22,13:35,55,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,13:35,55,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,13:35,55,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
7/27/22,13:35,55,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,9:22,13,Temporary,North,D Net,0.045,2,0.16,0.090,0,N,NA,NA,Big refill from rains,
8/3/22,9:22,13,Temporary,East,D Net,0.052,2,0.19,0.104,0,N,NA,NA,,
8/3/22,9:29,6,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,9:29,6,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,9:29,6,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,9:29,6,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,9:41,15,Temporary,West,ZP Net ,0.058,4,Entire,0.232,2,Y,NA,NA,,
8/3/22,9:41,15,Temporary,South,ZP Net ,0.058,4,Entire,0.232,6,Y,NA,NA,,
8/3/22,9:41,15,Temporary,North,ZP Net ,0.058,4,Entire,0.232,8,Y,NA,NA,,
8/3/22,9:41,15,Temporary,East,ZP Net ,0.058,4,Entire,0.232,3,Y,NA,NA,,
8/3/22,10:06,8,Semi-permanent,West(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:06,8,Semi-permanent,West(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:06,8,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:06,8,Semi-permanent,East(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:06,8,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:06,8,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:27,10,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:27,10,Semi-permanent,South(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:27,10,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:27,10,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:27,10,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:37,11,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:37,11,Semi-permanent,North(2),ZP Net ,0.058,6,Entire,0.348,0,N,NA,NA,,
8/3/22,10:37,11,Semi-permanent,North(3),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,10:37,11,Semi-permanent,East(2),ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,11:15,51,Semi-permanent,North,D Net,0.042,2,0.15,0.084,0,N,NA,NA,,
8/3/22,11:15,51,Semi-permanent,South,D Net,0.042,2,0.15,0.084,0,N,NA,NA,,
8/3/22,11:22,52,Semi-permanent,North(2),ZP Net ,0.058,8,Calculate,0.406,0,N,NA,NA,Net half out of water for last 2 m of tow,
8/3/22,11:22,52,Semi-permanent,North,ZP Net ,0.058,8,Calculate,0.377,1,Y,NA,NA,Net half out of water for last 3 m of tow,
8/3/22,11:22,52,Semi-permanent,East,D Net,0.065,2,Entire,0.130,1,Y,NA,NA,So many daphnia!,
8/3/22,11:22,52,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,2,Y,NA,NA,,
8/3/22,11:22,52,Semi-permanent,South,D Net,0.028,2,0.1,0.056,0,N,NA,NA,,
8/3/22,11:53,55,Semi-permanent,North,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,11:53,55,Semi-permanent,East,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,11:53,55,Semi-permanent,West,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,
8/3/22,11:53,55,Semi-permanent,South,ZP Net ,0.058,8,Entire,0.464,0,N,NA,NA,,