"","Sample_ID_Year","Salamander_ID","SEX","Date_Sample_FS","Pond","Diet_Category","Date_Sample_GF","Boat_Net","log_Boat_Net","Percent_Diet_FS","Year","Sample_ID","FS_Biomass_Pond_m3","log_FS_Biomass_Pond_m3","SE_Biomass","lower_biomass","upper_biomass","log_Boat_Net_Avg","log_Boat_Net_SE","FS_total_lower","FS_total_upper"
"1","01_2021","597","Male",2021-07-14,"52","Anostraca",2021-07-12,256.83,5.55230045301322,0.904139970428783,"2021",1,8722.72359538235,9.07380144357594,0.674968272835367,7.75086362881862,10.3967392583333,5.60974600402607,0.216351959311507,5.18569616377552,6.03379584427662
"2","01_2022","982091066167345","Male",2022-07-13,"8","Anostraca",2022-07-11,38.5,3.67630067190708,0.578947368421052,"2022",57,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"3","02_2021","2304A","Female",2021-07-14,"52","Anostraca",2021-07-12,433.04,6.07313669575201,0.995446196850267,"2021",2,8722.72359538235,9.07380144357594,0.674968272835367,7.75086362881862,10.3967392583333,5.60974600402607,0.216351959311507,5.18569616377552,6.03379584427662
"4","02_2022","982000167212133","Male",2022-07-13,"8","Anostraca",2022-07-11,15.4999999999998,2.80336038090653,0.820105820105819,"2022",58,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"5","03_2021","982000365435014","Male",2021-07-14,"52","Anostraca",2021-07-12,134.37,4.90801177019769,0.999962790697674,"2021",3,8722.72359538235,9.07380144357594,0.674968272835367,7.75086362881862,10.3967392583333,5.60974600402607,0.216351959311507,5.18569616377552,6.03379584427662
"6","03_2022","982091066165252","Male",2022-07-13,"8","Anostraca",2022-07-11,41.9,3.75887182593397,0.906926406926407,"2022",59,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"7","04_2021","122A","Female",2021-07-14,"52","Anostraca",2021-07-12,388.49,5.96483819104027,0.997348038498369,"2021",4,8722.72359538235,9.07380144357594,0.674968272835367,7.75086362881862,10.3967392583333,5.60974600402607,0.216351959311507,5.18569616377552,6.03379584427662
"8","04_2022","900118000002910","Female",2022-07-13,"8","Anostraca",2022-07-11,34.1,3.55820113047182,0.977077363896848,"2022",60,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"9","05_2021","9898","Female",2021-07-14,"52","Anostraca",2021-07-12,533.24,6.28084517619534,1,"2021",5,8722.72359538235,9.07380144357594,0.674968272835367,7.75086362881862,10.3967392583333,5.60974600402607,0.216351959311507,5.18569616377552,6.03379584427662
"10","05_2022","982000167212734","Female",2022-07-13,"8","Anostraca",2022-07-11,50.9,3.94931879017184,0.838550247116969,"2022",61,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"11","06_2021","985170001736603","Female",2021-07-14,"52","Anostraca",2021-07-12,67.78,4.23091300500412,0.99315720837546,"2021",6,8722.72359538235,9.07380144357594,0.674968272835367,7.75086362881862,10.3967392583333,5.60974600402607,0.216351959311507,5.18569616377552,6.03379584427662
"12","06_2022","982091066167420","Female",2022-07-13,"8","Anostraca",2022-07-11,15.1000000000001,2.77881927199042,0.974193548387097,"2022",62,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"13","07_2021","4358642219","Female",2021-07-14,"52","Anostraca",2021-07-12,301.43,5.71184984573396,0.996611066109008,"2021",7,8722.72359538235,9.07380144357594,0.674968272835367,7.75086362881862,10.3967392583333,5.60974600402607,0.216351959311507,5.18569616377552,6.03379584427662
"14","07_2022","982000167211706","Male",2022-07-13,"8","Anostraca",2022-07-11,92.1000000000003,4.53367418428302,0.971518987341772,"2022",63,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"15","08_2021","702D","Male",2021-07-14,"52","Anostraca",2021-07-12,321.8,5.77703293639579,0.999965818446231,"2021",8,8722.72359538235,9.07380144357594,0.674968272835367,7.75086362881862,10.3967392583333,5.60974600402607,0.216351959311507,5.18569616377552,6.03379584427662
"16","08_2022","900118000002846","Female",2022-07-13,"8","Anostraca",2022-07-11,15.1999999999999,2.78501124223833,0.974358974358974,"2022",64,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"17","09_2021","982000167208175","Female",2021-07-14,"52","Anostraca",2021-07-12,397.93,5.98878596290222,0.999939691522136,"2021",9,8722.72359538235,9.07380144357594,0.674968272835367,7.75086362881862,10.3967392583333,5.60974600402607,0.216351959311507,5.18569616377552,6.03379584427662
"18","09_2022","982000365434928","Male",2022-07-13,"8","Anostraca",2022-07-11,26.3,3.30688670219091,0.98501872659176,"2022",65,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"19","10_2021","982000167212269","Female",2021-07-14,"51","Anostraca",2021-07-12,318.51,5.76678857223233,0.989905456896176,"2021",10,20.7324004710965,3.07880425623422,1.10749459366476,0.90811485265129,5.24949365981715,5.76678857223233,NA,NA,NA
"20","10_2022","982000167193199","Female",2022-07-13,"8","Anostraca",2022-07-11,8.69999999999993,2.27212588550933,0.945652173913043,"2022",66,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"21","11_2021","982000167211662","Female",2021-07-13,"15","Anostraca",2021-07-12,119.01,4.78757507264335,0.987995616656705,"2021",11,5297.69098233443,8.57521508456933,0.449259642338889,7.69466618558511,9.45576398355355,4.78757507264335,NA,NA,NA
"22","11_2022","900118000002813","Female",2022-07-13,"8","Anostraca",2022-07-11,29.8,3.42751468997953,0.712918660287082,"2022",67,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"23","12_2021","900118000003084","Male",2021-07-13,"13","Anostraca",2021-07-12,87.75,4.48582342835553,1,"2021",12,0,0,0,0,0,4.60762228834074,0.121798859985212,4.36889652276972,4.84634805391175
"24","12_2022","982000167194693","Female",2022-07-13,"8","Anostraca",2022-07-11,84.0000000000001,4.44265125649032,0.988235294117647,"2022",68,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"25","13_2021","982000167201639","Female",2021-07-13,"13","Anostraca",2021-07-12,112.23,4.72942114832595,1,"2021",13,0,0,0,0,0,4.60762228834074,0.121798859985212,4.36889652276972,4.84634805391175
"26","13_2022","982000167194011","Male",2022-07-13,"8","Anostraca",2022-07-11,22.1,3.13983261752775,0.86328125,"2022",69,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"27","14_2021","900118000002890","Female",2021-07-13,"11","Anostraca",2021-07-12,5.02200000000002,1.79541943005955,0.758381153729991,"2021",14,234.788796748245,5.46293647530469,0.620615595710544,4.24652990771202,6.67934304289736,1.2253043760858,0.386198820178955,0.468354688535054,1.98225406363656
"28","14_2022","982000365435045","Female",2022-07-13,"8","Anostraca",2022-07-11,26.5,3.31418600467252,0.946428571428571,"2022",70,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"29","15_2021","71B","Male",2021-07-13,"11","Anostraca",2021-07-12,2.55199999999999,1.26751082512992,0.245313851773526,"2021",15,234.788796748245,5.46293647530469,0.620615595710544,4.24652990771202,6.67934304289736,1.2253043760858,0.386198820178955,0.468354688535054,1.98225406363656
"30","15_2022","982091066167278","Female",2022-07-13,"8","Anostraca",2022-07-11,70.3,4.26689632742025,0.93236074270557,"2022",71,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"31","16_2021","985170001765443","Male",2021-07-13,"11","Anostraca",2021-07-12,0,0,0,"2021",16,234.788796748245,5.46293647530469,0.620615595710544,4.24652990771202,6.67934304289736,1.2253043760858,0.386198820178955,0.468354688535054,1.98225406363656
"32","16_2022","982091066165094","Female",2022-07-13,"8","Anostraca",2022-07-11,65.2999999999999,4.19418989719182,1,"2022",72,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"33","17_2021","982000365435107","Male",2021-07-13,"11","Anostraca",2021-07-12,1.547,0.934916195997319,0.651368421052631,"2021",17,234.788796748245,5.46293647530469,0.620615595710544,4.24652990771202,6.67934304289736,1.2253043760858,0.386198820178955,0.468354688535054,1.98225406363656
"34","17_2022","985170002017106","Female",2022-07-13,"8","Anostraca",2022-07-11,91.9999999999999,4.53259949315325,0.964360587002096,"2022",73,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"35","18_2021","985170001764252","Female",2021-07-13,"11","Anostraca",2021-07-12,14.101,2.71476096679365,0.944537477392993,"2021",18,234.788796748245,5.46293647530469,0.620615595710544,4.24652990771202,6.67934304289736,1.2253043760858,0.386198820178955,0.468354688535054,1.98225406363656
"36","18_2022","982091066167332","Male",2022-07-13,"8","Anostraca",2022-07-11,38.0999999999998,3.66612246699132,0.976923076923077,"2022",74,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"37","19_2021","1370","Female",2021-07-13,"11","Anostraca",2021-07-12,0.895000000000003,0.639218838534391,1,"2021",19,234.788796748245,5.46293647530469,0.620615595710544,4.24652990771202,6.67934304289736,1.2253043760858,0.386198820178955,0.468354688535054,1.98225406363656
"38","19_2022","985170001800545","Female",2022-07-13,"8","Anostraca",2022-07-11,51.7,3.96461545554732,0.986641221374046,"2022",75,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"39","20_2021","982000167212734","Female",2021-07-13,"6","Anostraca",2021-07-12,0,0,0,"2021",20,2.73933059401109,1.31890660984808,0.399288077186979,0.536301978561601,2.10151124113456,0,0,0,0
"40","20_2022","982091066167290","Male",2022-07-13,"8","Anostraca",2022-07-11,21.6000000000001,3.11794990627824,0.739726027397263,"2022",76,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"41","21_2021","985170001727662","Female",2021-07-13,"6","Anostraca",2021-07-12,0,0,0,"2021",21,2.73933059401109,1.31890660984808,0.399288077186979,0.536301978561601,2.10151124113456,0,0,0,0
"42","21_2022","982000365434890","Male",2022-07-13,"8","Anostraca",2022-07-11,58.7,4.08933202039856,0.853197674418605,"2022",77,8.81411111070436,2.28382125925681,0.448422544721089,1.40491307160348,3.16272944691014,3.5989742962502,0.139376565024806,3.32579622880158,3.87215236369882
"43","22_2021","8424","Male",2021-07-13,"6","Anostraca",2021-07-12,0,0,0,"2021",22,2.73933059401109,1.31890660984808,0.399288077186979,0.536301978561601,2.10151124113456,0,0,0,0
"44","22_2022","982091066167264","Male",2022-07-13,"15","Anostraca",2022-07-11,41.0999999999999,3.74004774068833,0.625570776255707,"2022",78,704.740993413832,6.55924830532894,0.330215693994637,5.91202554509945,7.20647106555843,3.85327946570028,0.113231725011942,3.63134528467687,4.07521364672368
"45","23_2021","985170001889645","Female",2021-07-13,"6","Anostraca",2021-07-12,0,0,0,"2021",23,2.73933059401109,1.31890660984808,0.399288077186979,0.536301978561601,2.10151124113456,0,0,0,0
"46","23_2022","900118000002907","Female",2022-07-13,"15","Anostraca",2022-07-11,51.8000000000001,3.96651119071222,0.827476038338658,"2022",79,704.740993413832,6.55924830532894,0.330215693994637,5.91202554509945,7.20647106555843,3.85327946570028,0.113231725011942,3.63134528467687,4.07521364672368
"47","24_2021","982126054418822","Male",2021-07-13,"6","Anostraca",2021-07-12,0,0,0,"2021",24,2.73933059401109,1.31890660984808,0.399288077186979,0.536301978561601,2.10151124113456,0,0,0,0
"48","24_2022","982000365435090","Male",2022-07-27,"11","Anostraca",2022-07-25,0,0,0,"2022",80,0,0,0,0,0,0,NA,NA,NA
"49","25_2021","985170001972439","Male",2021-07-13,"6","Anostraca",2021-07-12,0,0,0,"2021",25,2.73933059401109,1.31890660984808,0.399288077186979,0.536301978561601,2.10151124113456,0,0,0,0
"50","25_2022","982000167210468","Male",2022-07-27,"13","Anostraca",2022-07-25,0,0,0,"2022",81,0,0,0,0,0,0,0,0,0
"51","26_2021","24B","Male",2021-07-13,"10","Anostraca",2021-07-12,1.78,1.02245092770255,0.157969471068513,"2021",26,41.1198071108368,3.74051810774049,0.272449892651723,3.20651631814311,4.27451989733787,0.255612731925637,0.255612731925637,0,0.756613686499884
"52","26_2022","982091066164836","Female",2022-07-27,"13","Anostraca",2022-07-25,0,0,0,"2022",82,0,0,0,0,0,0,0,0,0
"53","27_2021","982000167212665","Female",2021-07-13,"10","Anostraca",2021-07-12,0,0,0,"2021",27,41.1198071108368,3.74051810774049,0.272449892651723,3.20651631814311,4.27451989733787,0.255612731925637,0.255612731925637,0,0.756613686499884
"54","27_2022","900118000003084","Male",2022-07-27,"13","Anostraca",2022-07-25,0,0,0,"2022",83,0,0,0,0,0,0,0,0,0
"55","28_2021","982126054418841","Male",2021-07-13,"10","Anostraca",2021-07-12,0,0,0,"2021",28,41.1198071108368,3.74051810774049,0.272449892651723,3.20651631814311,4.27451989733787,0.255612731925637,0.255612731925637,0,0.756613686499884
"56","28_2022","982091066165118","Female",2022-07-27,"15","Anostraca",2022-07-25,89.6999999999999,4.50755735712109,0.976060935799782,"2022",84,2719.9430120488,7.90873379481118,0.179667183442974,7.55658611526295,8.26088147435941,3.9104230476628,0.480139948841039,2.96934874793436,4.85149734739123
"57","29_2021","982000167209009","Male",2021-07-13,"10","Anostraca",2021-07-12,0,0,0,"2021",29,41.1198071108368,3.74051810774049,0.272449892651723,3.20651631814311,4.27451989733787,0.255612731925637,0.255612731925637,0,0.756613686499884
"58","29_2022","982091066164617","Male",2022-07-27,"15","Anostraca",2022-07-25,39.5000000000001,3.7013019741125,0.908045977011494,"2022",85,2719.9430120488,7.90873379481118,0.179667183442974,7.55658611526295,8.26088147435941,3.9104230476628,0.480139948841039,2.96934874793436,4.85149734739123
"59","30_2021","434D432441","Male",2021-07-13,"8","Anostraca",2021-07-12,0,0,0,"2021",30,27.3655073307092,3.34517387641831,0.502509507706136,2.36025524131428,4.33009251152234,0.240760544873978,0.240760544873978,0,0.712651212826974
"60","30_2022","900118000002907","Female",2022-07-27,"15","Anostraca",2022-07-25,13.1000000000001,2.64617479738413,0.909722222222223,"2022",86,2719.9430120488,7.90873379481118,0.179667183442974,7.55658611526295,8.26088147435941,3.9104230476628,0.480139948841039,2.96934874793436,4.85149734739123
"61","31_2021","210B","Female",2021-07-13,"8","Anostraca",2021-07-12,0,0,0,"2021",31,27.3655073307092,3.34517387641831,0.502509507706136,2.36025524131428,4.33009251152234,0.240760544873978,0.240760544873978,0,0.712651212826974
"62","31_2022","982000167211662","Female",2022-07-27,"15","Anostraca",2022-07-25,118.9,4.78665806203347,0.976992604765818,"2022",87,2719.9430120488,7.90873379481118,0.179667183442974,7.55658611526295,8.26088147435941,3.9104230476628,0.480139948841039,2.96934874793436,4.85149734739123
"63","32_2021","3001B","Female",2021-07-13,"8","Anostraca",2021-07-12,0,0,0,"2021",32,27.3655073307092,3.34517387641831,0.502509507706136,2.36025524131428,4.33009251152234,0.240760544873978,0.240760544873978,0,0.712651212826974
"64","32_2022","900118000002910","Female",2022-07-27,"8","Anostraca",2022-07-25,0,0,0,"2022",88,0,0,0,0,0,0,0,0,0
"65","33_2021","101B","Female",2021-07-13,"8","Anostraca",2021-07-12,0,0,0,"2021",33,27.3655073307092,3.34517387641831,0.502509507706136,2.36025524131428,4.33009251152234,0.240760544873978,0.240760544873978,0,0.712651212826974
"66","33_2022","900118000002813","Female",2022-07-27,"8","Anostraca",2022-07-25,0,0,0,"2022",89,0,0,0,0,0,0,0,0,0
"67","34_2021","900118000002982","Female",2021-07-13,"8","Anostraca",2021-07-12,0,0,0,"2021",34,27.3655073307092,3.34517387641831,0.502509507706136,2.36025524131428,4.33009251152234,0.240760544873978,0.240760544873978,0,0.712651212826974
"68","34_2022","982091066165094","Female",2022-07-27,"8","Anostraca",2022-07-25,0,0,0,"2022",90,0,0,0,0,0,0,0,0,0
"69","35_2021","3100","Male",2021-07-13,"8","Anostraca",2021-07-12,3.24,1.44456326924387,0.595041322314049,"2021",35,27.3655073307092,3.34517387641831,0.502509507706136,2.36025524131428,4.33009251152234,0.240760544873978,0.240760544873978,0,0.712651212826974
"70","35_2022","1004E","Male",2022-07-27,"8","Anostraca",2022-07-25,0,0,0,"2022",91,0,0,0,0,0,0,0,0,0
"71","36_2021","982000167205273","Female",2021-07-29,"11","Anostraca",2021-07-27,0,0,0,"2021",36,60.1600574171009,4.11349431986194,0.88447313363296,2.37992697794134,5.84706166178254,0,0,0,0
"72","36_2022","434D432441","Male",2022-07-27,"8","Anostraca",2022-07-25,0,0,0,"2022",92,0,0,0,0,0,0,0,0,0
"73","37_2021","900118000002890","Female",2021-07-29,"11","Anostraca",2021-07-27,0,0,0,"2021",37,60.1600574171009,4.11349431986194,0.88447313363296,2.37992697794134,5.84706166178254,0,0,0,0
"74","37_2022","982126054418841","Male",2022-07-27,"10","Anostraca",2022-07-25,0,0,0,"2022",93,0,0,0,0,0,0,NA,NA,NA
"75","38_2021","982000365435107","Male",2021-07-29,"11","Anostraca",2021-07-27,0,0,0,"2021",38,60.1600574171009,4.11349431986194,0.88447313363296,2.37992697794134,5.84706166178254,0,0,0,0
"76","39_2021","71B","Male",2021-07-29,"11","Anostraca",2021-07-27,0,0,0,"2021",39,60.1600574171009,4.11349431986194,0.88447313363296,2.37992697794134,5.84706166178254,0,0,0,0
"77","39_2022","702D","Male",2022-07-27,"52","Anostraca",2022-07-25,0,0,0,"2022",95,46.5108355941189,3.86095780279662,0.82869228464483,2.23672092489275,5.48519468070049,0,0,0,0
"78","40_2021","9812","Female",2021-07-29,"11","Anostraca",2021-07-27,0,0,0,"2021",40,60.1600574171009,4.11349431986194,0.88447313363296,2.37992697794134,5.84706166178254,0,0,0,0
"79","40_2022","7","Female",2022-07-27,"52","Anostraca",2022-07-25,0,0,0,"2022",96,46.5108355941189,3.86095780279662,0.82869228464483,2.23672092489275,5.48519468070049,0,0,0,0
"80","41_2021","9441","Male",2021-07-29,"10","Anostraca",2021-07-27,0,0,0,"2021",41,4.60659354962522,1.72394332470222,0.530375768574248,0.684406818296694,2.76347983110775,0,NA,NA,NA
"81","41_2022","985170001736603","Female",2022-07-27,"52","Anostraca",2022-07-25,0,0,0,"2022",97,46.5108355941189,3.86095780279662,0.82869228464483,2.23672092489275,5.48519468070049,0,0,0,0
"82","42_2021","2304A","Female",2021-07-29,"52","Anostraca",2021-07-27,17.5399999999999,2.9199305601377,0.965805847695611,"2021",42,1591.11947514401,7.37282141078944,1.48087158470485,4.47031310476793,10.2753297168109,4.14253769445105,0.656608267554724,2.85558549004379,5.42948989885831
"83","43_2021","7934","Female",2021-07-29,"52","Anostraca",2021-07-27,82.7300000000002,4.42759733621634,0.994578088746228,"2021",43,1591.11947514401,7.37282141078944,1.48087158470485,4.47031310476793,10.2753297168109,4.14253769445105,0.656608267554724,2.85558549004379,5.42948989885831
"84","44_2021","5902","Female",2021-07-29,"52","Anostraca",2021-07-27,239.23,5.4815967977671,0.996505171429881,"2021",44,1591.11947514401,7.37282141078944,1.48087158470485,4.47031310476793,10.2753297168109,4.14253769445105,0.656608267554724,2.85558549004379,5.42948989885831
"85","45_2021","7","Female",2021-07-29,"52","Anostraca",2021-07-27,223.27,5.4128506831382,0.999767152362956,"2021",45,1591.11947514401,7.37282141078944,1.48087158470485,4.47031310476793,10.2753297168109,4.14253769445105,0.656608267554724,2.85558549004379,5.42948989885831
"86","46_2021","4358642219","Female",2021-07-29,"52","Anostraca",2021-07-27,173.15,5.15991699681201,0.996426331206012,"2021",46,1591.11947514401,7.37282141078944,1.48087158470485,4.47031310476793,10.2753297168109,4.14253769445105,0.656608267554724,2.85558549004379,5.42948989885831
"87","47_2021","435928254A","Female",2021-07-29,"52","Anostraca",2021-07-27,127.55,4.8563179337119,0.942824407731825,"2021",47,1591.11947514401,7.37282141078944,1.48087158470485,4.47031310476793,10.2753297168109,4.14253769445105,0.656608267554724,2.85558549004379,5.42948989885831
"88","48_2021","9898","Female",2021-07-29,"52","Anostraca",2021-07-27,1.095,0.7395535533741,0.410112359550562,"2021",48,1591.11947514401,7.37282141078944,1.48087158470485,4.47031310476793,10.2753297168109,4.14253769445105,0.656608267554724,2.85558549004379,5.42948989885831
"89","49_2021","900118000002907","Female",2021-07-29,"15","Anostraca",2021-07-27,230.92,5.4463924846134,0.99132823903151,"2021",49,43609.463487262,10.6830523887845,0.905215618345649,8.90882977682703,12.457275000742,5.45901635374585,0.0126238691324452,5.43427357024625,5.48375913724544
"90","50_2021","985170001696220","Female",2021-07-29,"15","Anostraca",2021-07-27,236.85,5.47164022287829,0.998781305479065,"2021",50,43609.463487262,10.6830523887845,0.905215618345649,8.90882977682703,12.457275000742,5.45901635374585,0.0126238691324452,5.43427357024625,5.48375913724544
"91","51_2021","985170001972439","Male",2021-07-29,"6","Anostraca",2021-07-27,0,0,0,"2021",51,0,0,0,0,0,0,NA,NA,NA
"92","52_2021","340C","Male",2021-07-29,"8","Anostraca",2021-07-27,0,0,0,"2021",52,0,0,0,0,0,0,0,0,0
"93","53_2021","1492","Male",2021-07-29,"8","Anostraca",2021-07-27,0,0,0,"2021",53,0,0,0,0,0,0,0,0,0
"94","54_2021","3100","Male",2021-07-29,"8","Anostraca",2021-07-27,0,0,0,"2021",54,0,0,0,0,0,0,0,0,0
"95","55_2021","900118000002982","Female",2021-07-29,"8","Anostraca",2021-07-27,0,0,0,"2021",55,0,0,0,0,0,0,0,0,0
"96","56_2021","900118000002813","Female",2021-07-29,"8","Anostraca",2021-07-27,0,0,0,"2021",56,0,0,0,0,0,0,0,0,0
